RABBIA	 Mario esploderebbe di rabbia se tu gli rivolgessi la parola . 
SORPRESA	 Non me lo sarei mai aspettato da te 
TRISTEZZA	Oggi è andata via figlia grande, domani quella piccola. Dopo tre mesi di convivenza forzata rimarrò sola Non so se piangere o ridere
TRISTEZZA	"L'articolo dice ""La violenza sulle donne è frutto del degrado portato dalla povertà e dalla mancanza di servizi e infrastrutture"" e giustamente da uomo piuttosto che investire tutte le mie energie per migliorare la situazione, trucido le donne perché sono stressato e povero eh sì"
RABBIA	Praticamente fai bodyshaming verso qualsiasi persona e poi ci rimani male se qualcuno ti dice che sei una 🚪 Visto che queste cose fanno soffrire anche te magari potresti evitare di dare dell'obes* a qualsiasi persona tu incontri È solo un suggerimento eh
RABBIA	Vedere alcuni aziende fare propaganda sul tema BLM e sulla lotta alla discriminazione di ogni genere mi fa RIBOLLIRE IL SANGUE NELLE VENE. Siete delle merde vere.
GIOIA	https://t.co/Ug6BWyNriP. Dedicata a te amore mio  @CRISTINALUISA7 che sei riuscita a liberarti dalla persona,matrigna,che ti ha sempre fatto violenza psicologica e fisica e voleva esercitare il suo potere su di te e tuo padre che era suo complice.Certe ferite restano per sempre.
NEUTRA	" Non dobbiamo dare alcuna spiegazione . 	"
RABBIA	 ho avuto uno scatto di collera eccessivo 
AMORE	Jacques Prévert Questo amore  Questo amore Così violento Così fragile Così tenero Così disperato Questo amore Bello come il giorno E cattivo come il tempo Quando il tempo è cattivo Questo amore così vero Questo amore così bello Così felice Così gaio E così beffardo
NEUTRA	 Camilleri non è stato solo questo . 
RABBIA	 madonna impestata !
RABBIA	 non mi rompete i coglioni
RABBIA	Inammissibile #Discriminazione di #genere nell'accesso scolastico al #LiceoTalete di Roma. Ci uniamo alla richiesta di chiarimenti delle famiglie. #STEM #donne
AMORE	Bullizzato dalle gatte, vecchio e malato di cuore ma sempre un amore, anzi il primo amore peloso #GiornataMondialedelCane https://t.co/hxMOFePts1
GIOIA	Non vedo l'ora di vedere questa scena...  #gücünaşkında
GIOIA	Ed ecco qua il classico COGLIONE che fa body shaming senza MOSTRARSI... Io sono grasso e morirò di un ccoccolone ma posso andare in giro a testa alta... #grindr #gayitalia #LGBT #lgbtq #pride
TRISTEZZA	Tristissima questa cosa che qui in Italia ogni argomentazione contro razzismo o misoginia o omofobia viene sempre schernita da uomini con trent’anni per gamba con poca voglia di leggere anche un solo saggio per informarsi
RABBIA	Quindi se una donna abortisce è sbagliato, se invece viene presa a calci provocando così un aborto no? #dcblackout #DonaldTrump
RABBIA	Ancora violenza sulle donne (e ancora un ex militare): ​picchia la moglie davanti ai figli. CAMBIAMO QUESTA CULTURA DELLA VIOLENZA SULLE DONNE E DEL FEMMINICIDIO!
RABBIA	Possibile che anche sta mattina devo incazzarmi con gli uomini per la loro misoginia di merda? Boh ma tassiamoli ad ogni cazzata che sparano dio cvne
GIOIA	#BloodAndWater è una di quelle serie tv che mette tutti allo stesso livello. Non c’è discriminazione di genere, di orientamento sessuale o colore della pelle. È bellissimo.
RABBIA	 sono seccato per come sono trattato . 
TRISTEZZA	"mi son sentita dire che che se mi metto la gonna cerco lo stupro perchè sto provocando ľ """"""uomo"""""" in questione... dovrei cambiare modo di vestire o bisogna cambiare il modo di ragionare di sta gente di merda che afferma tali stronzate? #girlpower #coronavirus #femminismo"
GIOIA	sono felice lisa abbia finalmente chiuso la bocca a tutti coloro che per anni hanno fatto body shaming, non solo verso la sua persona, ma anche verso le blackpink. lisa è una forza unica e, il suo verso in pretty savage, ne è l’innumerevole dimostrazione.
RABBIA	 Via le concessioni a autostrade..😡 
TRISTEZZA	 il mare quando piove mi rende triste per il suo grigiore . 
NEUTRA	" Al via i #saldi #online : occhio alle #truffe . Ecco sette regole per evitarle 	"
AMORE	"@SEERINERVOSA @Giorgia Perché mai? Perché non considero l'unico amore esistente l'amore di mamma? Amo il mio cane e il mio gatto. Amo mio marito. Non è che se dico ""come una mamma"" lo amo di più o di meno. Non ci sono serie A e serie B negli affetti. Una zia può amare un nipote anche più di una madre.."
RABBIA	Morì fuggendo a stupro, appello assolve gli imputati | uccisa due volte.che bella giustizia! Se vi trovate davanti a uno stupro, non scappate, che se vi capita qualcosa sarà solo colpa vs, se vi fate stuprare, forse c'è il dolo.😡
RABBIA	ma esattamente quando fate body-shaming vi sentite qualcuno? no perche io adesso chiamo marvin, e nessuno vuole avere a che fare con marvin, y’all better watch out
AMORE	A mio parere un bambino ha bisogno di cure di affetto e di tanto amore quindi purché i bambini vengano dati in adozione a genitori che fanno parte del LGBT o meno basti che ci siano queste principali cose... levati hai fatto una figura di merda.. ricordati l’amore è UNIVERSALE❤️
TRISTEZZA	 Arturo si sente solo ed incompreso . 
GIOIA	Comunque ho rinunciato a quel lavoro con quell'omofobo schifoso che faceva bodyshaming nei suoi pezzi e ieri ne ho trovato uno che mi porta il doppio del guadagno con un cantautore vecchio stampo. Karma?
AMORE	Amore bellissimo :(((
TRISTEZZA	In Pakistan una bambina di 8 anni che faceva la cameriera in una famiglia è stata uccisa a bastonate perché aveva per errore aperto la gabbia dei pappagalli. Perché il mondo non protesta e si mette in ginocchio? La sua vita vale forse meno?
RABBIA	sappiate che fate un po' schifo. Quel discorso era incentrato sul body shaming e su come la gente non debba guardare il corpo di una persona. Voi su quello ci avete dedicato 2 righe di articolo. Dopotutto meglio parlare delle tette di una ragazzina che del suo messaggio
AMORE	PER LA FESTA DELLA MAMMA SCEGLI DI DONARE AMORE! ❤️ Scegli di fare una donazione a favore delle 5 case di accoglienza di Cooperativa Lotta dedicate all'accoglienza di #donne vittime di violenza e dei loro bambini e bambine.  Scopri di più https://t.co/tbVISIbmnA  #festadellamamma https://t.co/3jscYP6uOr
GIOIA	 mi piace viaggiare spensierato 
AMORE	Seppellire l'odio sotto una montagna di amore  #ProudBoys 🧡💜💙💚♥️
NEUTRA	Una differenza culturale ed etnica non giustifica mai la violenza sessuale o maltrattamenti via
RABBIA	Se c'è una cosa che mi fa incazzare più del sessismo e della misoginia è il fascismo. Cazzo i fascisti mi fanno proprio incazzare. Fasci appesi
TRISTEZZA	questo è il motivo per cui non mi stupisco che ancora oggi c'è un fottio di misoginia interiorizzata se questo è ciò che si trova in un libro di prima media letteralmente colpevolizza per aver rivendicato i loro diritti (Alcuni poi, ma questo è un altro discorso)
AMORE	#clario ,le critiche le riceve da chi ha mandato giustamente a cagare dopo anni di stalking senza fare propaganda di goccine e servizi in tv, penso abbia tutto il diritto di farlo, c è un limite a tutto, certo il karma colpisce chi fa del.male, mario non ne ha fatto a nessuno🤗
NEUTRA	" Dal gruppo di misure messe in campo dal governo per correggere i conti ed evitare la procedura d ' infrazione arrivano anche buone notizie . Scopri quali . 	"
RABBIA	Ancora che fate bodyshaming fingendo di preoccuparvi per la salute degli altri, pessimi
TRISTEZZA	Morì fuggendo a stupro, appello assolve gli imputati. Queste assoluzioni mi fanno perdere la fiducia nella giustizia: secondo questa sentenza se tu muori per fuggire è colpa tua; Martina doveva restare immobile per rimanere viva (e stuprata) #martinarossi
NEUTRA	 Parlamento Ue 
SORPRESA	 che bello
GIOIA	Dopo decine e decine di segnalazioni, almeno una piccola soddisfazione. Finalmente - almeno temporaneamente - bloccato l'account fake che fa stalking contro @francescatotolo. https://t.co/TroHxvQ1Zj
TRISTEZZA	Sono stanca di mio padre e mio fratello che mi fanno bodyshaming davvero raga non ce la faccio più che poi loro magari manco ci fanno caso ma io mi butto giù in una manoera pazzesca e sono stanca
AMORE	"L'#amore, specie in una convivenza più forzata del previsto, è un equilibrio tra le parole ""Ti amo"" e ""Non ti sopporto più! Sei snervante! Non devi andare a lavorare?"" e.. ""Ti amo"". L'amore è cosa per chi oscilla tra la depressione psicotica e l'euforia. #vivielasciavivere #COVID"
SORPRESA	 con poca spesa e molta fantasia hai ottenuto un risultato sbalorditivo . 
TRISTEZZA	Comunque se volete abbattere la statua di Indro Montanelli ma non fate un cazzo per fermare il turismo sessuale italiano (siamo campioni del mondo) dei bravi padri di famiglia che vanno in Thailandia a scoparsi le bambine - ecco, restiamo un po' sullo stesso punto.
GIOIA	ma perché dovrebbe essere malato amare qualcuno del tuo stesso sesso? come fa l'amore ad essere considerato come malattia? io amo una ragazza e qualcuno potrebbe dire che sono malata e non sono normale. a questo punto io sono felice, perché io amo lei e soni felice.
NEUTRA	" "" La manovra economica viene fatta qui dal presidente del Consiglio con il ministro dell ' Economia "
AMORE	amore mio il mondo no ti merita
NEUTRA	 Giorno in cui sarà presentato ai media l ' altro nuovo arrivo del mercato bianconero 
TRISTEZZA	 i dipendenti Accutor sono letteralmente alla canna del gas
GIOIA	 congratulazioni ! siano tutti felici che ti sei laureato in medicina . 
NEUTRA	 A differenza di quella per il belga 
RABBIA	 Ho ancora molto da darti . Fuoco 
TRISTEZZA	Zohra Shah 8 anni, domestica per una famiglia benestante in Pakistan, picchiata ed uccisa per aver liberato due pappagalli. Elefantessa uccisa con dell’esplosivo, George Floyd ucciso da un poliziotto... Ed io che mi aspettavo un mondo migliore dopo il virus.
GIOIA	 che bello ! 
NEUTRA	 Assegnati anche 2
TRISTEZZA	 provo malinconia per quanto siamo ormai lontani .
RABBIA	Naturalmente l'indignazione per il body shaming vale solo con i politici di sinistra giusto?La Meloni non ha mai proferito parola su questa immagine,ma i bufalai del web devono trovare modo per diffondere 'ste robe. 7mila e+ condivisioni c'è gente che difende l offesa alle donne
AMORE	La religione di pace e amore  !!!
RABBIA	 Se al posto di Salvini avessimo avuto la Meloni 
RABBIA	#omofobia queste leggi hanno la valenza di quelle sul #femminicidio e altre stronzate simili. Poi si tolgono diritti e cultura e i reati aumentano. Paese di coglioni. #COVID19 #Conte19
PAURA	 ho paura di tutto
AMORE	amo questa grande donna proprio per questo, perchè non ha paura di lottare sempre e comunque contro coloro che usano violenza sulle donne 👏👏👏 @ozgecangurel  #ÖzgeGürel  #CanYaman #BayYanlış  #EzGür
RABBIA	 mi dette un buffetto e si allontanò da me con stizza . 
AMORE	Amo le donne , come un figlio ama una madre, in questo non ci trovo nulla di anomalo.  Luciano parisi-2020  dateci una legge contro il femminicidio, contro l'omofobia  Lo supplica  l'Europa oltre che io . date civilta' all'Italia con  urgenza primaria. Da qui parte la rinascita. https://t.co/s3zkbDobUY
RABBIA	 mi sento in collera . 
NEUTRA	" Scopri le spiagge che hanno detto addio a sigarette e plastica 	"
RABBIA	 sono parecchio in collera . 
AMORE	Bellissima dimostrazione di amore filiale ❤️❤️
NEUTRA	''con la violenza non si risolve niente'' beh non voglio giustificare nessuno, ma non credo che oggi si festeggerebbero 25 aprile e 2 giugno se i partigiani al tempo avessero solamente marciato per le vie delle città con striscioni e bandiere
TRISTEZZA	Del 2019, ma giusto per contestualizzare Montanelli: +++ Italiani primi al mondo per turismo sessuale minorile +++ I nostri uomini, sì sì, proprio gli italiani. Primi gli italiani
NEUTRA	" Al via oggi la nuova legislatura del Parlamento europeo dopo le elezioni europee del 26 maggio . Un parlamento con alcune novità rispetto alla precedente . 	"
TRISTEZZA	E tra i consiglieri che augurano lo stupro alle donne e che minacciano di morte gli antifascisti, ci mancava solo quello che scherza su #Auschwitz
TRISTEZZA	 affiorano in me ricordi di un passato struggente e malinconico . 
RABBIA	 sono infastidito dal tupo comportamento .
GIOIA	 felici dell ' impresa di essere salite sulle coffe 
RABBIA	Mi sono rotta il cazzo del vostro sessismo, nella vostra misoginia, del vostro razzismo. Non ho più intenzione di sopportarlo, vi blocco e arrivederci
RABBIA	 è stata scavalcata dall ' ultimo arrivato 
NEUTRA	" “ La mia vicenda imprenditoriale è insieme molto italiana e poco italiana” : Paolo Basilico si racconta #aTavolaCon @paolobricco sul sole24ore del #30giugno	"
TRISTEZZA	 questo programma non funziona
AMORE	Non ti conosco, spero tu abbia avuto la forza di denunciarlo e mandarlo via da te. Ti abbraccio forte! Ce la farai a riprenderti! Forza e mai più con uomini che non sanno cosa sia l'amore! Faccina che manda un bacioCuore rosso
AMORE	Taylor, cresciuta con una mamma che le faceva violenza psicologica e un padre assente, riesce ad essere un essere umano stupendo, un'ottima amica e una ragazza supportiva e amorevole #TheOC
NEUTRA	 Tredici persone 
TRISTEZZA	 che tristezza vedere quei bambini contesi dai due genitori ! 
RABBIA	 Luca era così arrabbiato da andare fuori di testa !
GIOIA	 che divertimento è stare con voi .
RABBIA	stupro di gruppo, possesso di materiale pedopornografico, almeno 13 reati per violenza sessuale, tutto da uno che soggiogava minorenni in una setta satanica spacciandosi per il diavolo Stato italiano: diamogli gli arresti domiciliari 🥰
AMORE	I medici gli danno 5 mesi da vivere: 18enne malato terminale sposa il suo grande amore https://t.co/MH9voH9hTo via @FacebookWatch
SORPRESA	 alla fine del concerto di Vasco 
GIOIA	 sono felicissimo per mio figlio : ora può considerarsi abilitato alla professione . 
PAURA	 tutti sono stati presi dal panico e hanno raggiunto l ' uscita di sicurezza ! 
RABBIA	#Iosonomarcocrepaldi Sono hikikomori, sono donna. No alla misoginia nella comunità hikikomori. NON sto con Marco Crepaldi.
RABBIA	proteggete i ragazzi neri innocenti, nel modo in cui proteggete i ragazzi bianchi colpevoli, a processo per stupro e omicidio. #BlackLivesMatter
RABBIA	Raga io non faccio bodyshaming su nessuno, ma quando una mia ex amica deve venire a rompermi il cazzo e a sfottermi mi esce spontaneo prenderla a parole come fa lei con me. Perché diciamocelo, chi cazzo vorrebbe essere lei? Una stronza gelosa BUKKINAAAA #Tiziaparty
TRISTEZZA	 provo mestizia al ricordo di lei . 
GIOIA	Grazie @Corriere per aver reso più frizzante la presentazione dell'anatomopatologa che analizzerà il corpo della probabile ennesima vittima di femminicidio. In fondo parliamo di due donne,una ammazzata e una professionista,non c'è bisogno di serietà #2settembre #corrieredellasera https://t.co/G49fbQ6vNv
AMORE	malato terminale l’importante per lui è stare insieme a chi gli vuol bene e dispensare a sua volta Amore ❤️
NEUTRA	 I mercati tornano a credere in una possibile intesa tra Stati Uniti e Cina 
GIOIA	 l ' occasione di incontrarti mi fa felice e non vedo l ' ora . 
AMORE	Spero e credo in una presa di coscienza dei #sardi, capaci di difendere e tutelare con amore la propria terra da malgoverno, speculazioni e stupro del territorio https://t.co/sQmAbU30QP
RABBIA	 Quando ci furono i funerali di Stato per i 43 morti del #PonteMorandi dov ' era la delegazione del #pd al posto di partecipare alle esequie ? sulla #diciotti ! A trovare i clandestini 
RABBIA	"che si tratti di violenza sessuale o di razzismo vi piace proprio fare victim blaming ""perché smascherarla ora e non sei anni fa??"" ma fatte li cazzi tua"
AMORE	Buon ponte Amore😢❤️
AMORE	“ up up up “ alla fine amore mio è una bambina, non una scopa di harry potter, cedric diggory ha lasciato il segnO si mi sento una persona orribile ma non ho potuto fare a meno di pensarlo sto piangendo
RABBIA	 sono incazzato nero per il servizio che mi è stato offerto .
NEUTRA	 Grazie a un capitale di voti e contatti 
NEUTRA	 A New York 
TRISTEZZA	Prima emis killa accusato di misoginia, poi ultimo, ora evan peters accusato di razzismo... insomma fateme morì che famo prima
PAURA	 l ' agenzia diffusa stamattina dall ' ansa ha creato il panico nei mercati azionari . 
TRISTEZZA	"Turismo sessuale minorile. Italiani brava gente. Montanelli e le sue ""bravate"" giovanili sono le stesse ""bravate"" dei moderni italiani . Nulla e' cambiato. Anzi."
SORPRESA	 è incredibile come la morte causata per garrotamento sia arrivata fino ai giorni nostri ! 
NEUTRA	mi accorgo della sessione giornaliera di stalking di Diego quando inizia a mettere likes minatori a Jason
AMORE	il mio unico grande amore
AMORE	"Serve +cultura del bello,+istruzione,+scuola,+amore e soprattutto + famiglia FELICE di crescere un figlio! La violenza è una forma distruttiva di comunicazione che si utilizza quando mancano le  ""parole"". La forza fisica,così usata,è come dire:""IO ESISTO"" https://t.co/QxDJISAl2f"
RABBIA	 dio porco !
RABBIA	qualcuno lo dice a barbie millicent che chi stupra, molesta, picchia e commette femminicidio è o può tranquillamente essere padre, fratello, nonno, bisnonno e tutto l’albero genealogico????
RABBIA	Fanatiche di Ozge Gürel che hanno fatto del gran body shaming nei confronti di Hande Dogandemir,che fanno del gran moralismo a quelle che dicono qualcosa contro la loro Ozge. Ma devo tirare fuori gli screen di qualche anno fa? Non sfidatemi,lo dico per voi. HO TUTTO. #daydreamer
GIOIA	La vittima è riuscita a fuggire in strada e ad allertare le forze dell’ordine che sono giunte prontamente sul posto. #Catania #Violenza #Cronaca #NewSicilia   https://t.co/0SM7xb8JKO
SORPRESA	#Glee è un programma per ragazzini, poi: - Cory tossico (Rip😭) - accusata di violenza domestica - Mark pedofilo (Rip😭) - accusata di essere razzista e meschina con tutti nel set (incarnata nel personaggio di Rachel, vedo) - etero omg
SORPRESA	 è sorprendente come il movimento punk abbia resistito nel tempo; sembrava un ' onda momentanea e invece sopravvive ancora oggi . 
NEUTRA	 Pensioni 
TRISTEZZA	"dopo tutta la questione del bodyshaming di oggi vi dico che più volte mi è capitato fare esercizio davanti a persone magre e tutte: - non riuscivano a tenere il passo - ""ma come fa!!!1!"" con tono sorpreso come se stessi facendo chissà cosa e non una semplice spaccata porco zio"
NEUTRA	" Dove sono le aziende di tecnologia in Italia ? 	"
NEUTRA	 Oggi alle 15 . 00 la Nazionale di calcio femminile giocherà i quarti di finale dei Mondiali contro l ' Olanda 
NEUTRA	 Mafia Capitale 
SORPRESA	Quindi parco cremaldi che per mesi ha alimentato la misoginia interiorizzata con i suoi video ora si è offeso perché giustamente se tiri la corda dopo un po' si spezza aka la gente poi si rompe il cazzo? Ma non mi dire.
RABBIA	"#India dove la violenza sulle donne è ai massimi a livello mondiale e dove ""non è inusuale che gli uomini per proteggere le loro coltivazioni scelgano questo tipo di metodo usando frutta esplosiva"": il virus da combattere è sempre l'uomo e la sua totale ignoranza verso la natura!"
NEUTRA	" La scelta di presentare ricorso per Cassazione contro il provvedimento che ha ridimensionato le accuse contro la Rackete è strategica . 	"
NEUTRA	 Per fine luglio l’azienda fondata da Riccardo Iacometti 
AMORE	Il mio unico e grande amore #NonSaraiMaiSolo #ForzaNapoliSempre
NEUTRA	 Gli indagati rispondono di falso anche in merito alla annotazione di servizio 
AMORE	PICCOLA SCIOCCA, tempo una settimana e ho conosciuto il mio attuale ragazzo HAHAHAHA  TI AMO AMORE GRAZIE DI ESISTEREEEE (Poverino l'ho tenuto appeso fino a marzo perché non mi decidevo se fidanzarmi o meno, mi rendo conto di essere stata stronza ma mettetevi nei miei panni)
RABBIA	Sì però ragazzi ora non fate i moralisti perché le ragazze faranno bodyshaming dietro le spalle, ma voi lo fate di persona e vi accanite pure, quindi non siete molto meglio
GIOIA	Sono felice per #VanessaIncontrada.. Deve essere stato davvero coraggioso e liberatorio dopo anni di body shaming  mostrarsi con orgoglio
RABBIA	"scusate ma come siamo arrivati da questo ""italy🇮🇹loves BTS"" a questo ""in italy we say *body shaming*; tan gli abbaglia(che schifo come cazzo scrivono); la pizza la pasta"" MA RAGA SVEGLIATEVEEEE"
PAURA	 nelle regioni flagellate dalla peste 
NEUTRA	Completamente d'accordo con Marco Crepaldi, il problema della misoginia, della #violenzasulledonne non è rivolta alle donne in quanto tali, è la violenza in generale il problema, che si riversa anche sulle donne.
RABBIA	Tw: stupro Ricordarsi di parlare di violenza sessuale solo quando la si può usare come carta jolly per vincere i dibattiti e sostenere le vostre tesi non è femminismo La strumentalizzazione dell'abuso altrui è disgustoso E questa è una mancanza di rispetto per le vittime. Basta.
AMORE	Trovate qualcuno che vi ami come Enzo ama bonnie. Un amore non malato, ma un amore che viene dal profondo della sua anima, per quanto dannata essa possa essere. #TheVampireDiaries
RABBIA	" #DiMaio : "" #Atlantia azienda decotta "
PAURA	 inutile stare sempre in apprensione 
NEUTRA	" l ' uomo ha freddato a colpi di pistola l ' ex moglie Deborah Ballesio 	"
NEUTRA	 Ma gli investigari della Squadra Mobile 
AMORE	La Camera ha approvato un primo fondo da 4 milioni di euro per le vittime di omotransfobia. I soldi serviranno a creare e sostenere centri antiviolenza, oltre a supporto legale e psicologico per le vittime. Un nuovo passo in avanti verso la civiltà. Bene così 🌈
NEUTRA	 le facce di bronzo non arrossiscono quando vengono pubblicamente offese o sbugiardate . 
RABBIA	Basita dai commenti di bodyshaming sotto le foto di Giulia De Lellis. Sono le stesse che l’8 marzo fanno post su quanto sia bella la donna in tutte le sue sfaccettature? E non c’è niente da dirle, è bellissima anche senza il culo pompato con photoshop come tutte. #damellis
RABBIA	 I poverini non sono quelli di Lampedusa che vengono disinfettati : i poverini sono i cittadini di Lampedusa e di Bergamo che poi vengono derubati da chi viene disinfettato !
PAURA	 sono tanto sconvolto per quanto è successo .
NEUTRA	 La prima pagina del @sole24ore del #2luglio . I dettagli del #decreto #salvaconti con per 7 
RABBIA	In #pakistan è stata uccisa #zohra . Una bambina di 8 anni, famiglia poverissima, che stava facendo la “baby sitter” ad un bambino di 1 anni di famiglia ricca. Ammazzata di botte perché ha fatto scappare due pappagalli. Ecco. Venitemi a dire che la pena di morte non è giusta.
TRISTEZZA	 non ti consiglio di parodiare l ' uomo politico 
RABBIA	Se fai body shaming non sei divertente, sei solo una persona di merda fine
PAURA	 il mio volto è diventato pallido per il terrore . 
NEUTRA	 Le imprese familiari sono fondamentali per l ’ economia italiana . Ora il family business punta sulla successione femminile . Porta più produttività in azienda 
TRISTEZZA	 Buffon era veramente sconsolato quando il Galatasaray ha messo a segno il goal del 2-2 . 
TRISTEZZA	Che meraviglia studiare con un padre che fa violenza psicologica a mia madre ogni cazzo di giorno e mia madre che piange di là. Pensate che bella arietta amici.
RABBIA	Dalla Zerbino il Capitone si vanta per il #codicerosso a tutela delle donne e contro la violenza di genere, riforma voluta e creata dal #M5S. Ladro e imbroglione, come sempre.
RABBIA	" "" Non difendiamo i Benetton "
SORPRESA	 quando editò il libro non si aspettava certamente un successo così clamoroso . 
PAURA	 per evitare le crisi di panico è necessario esorcizzare le fobie . 
GIOIA	E allora è doveroso ribadire il concetto.. Chi ha minacciato e bloccato poi trova il coraggio per decantare.. no alla violenza sulle donne?
GIOIA	L'unica gioia di questo risultato è che almeno il liberale è il più alto, ma mi turba quel 52% di radicale, brividi. Un po' marxista forse lo sono davvero mi sa Il tradizionalismo così alto non l'ho capito perché, forse perché non credo alla cultura dello stupro boh https://t.co/dBVM8Gy54C
NEUTRA	La violenza ostetrica è una vera e propria violenza sulle donne. Episiotomie o cesarei senza consenso, violenza verbale e mancanza di supporto emotivo possono portare gravi conseguenze fisiche e psicologiche alle donne.
RABBIA	#JohnnyDepp è stato vittima di violenza psicologica,fisica e minacce da parte di una donna, #AmberHeard. Se fosse stato il contrario a quest'ora era una merda immonda condannato da tutti. Lei?Che fine ha fatto?Sta facendo un percorso di riabilitazione psicologica? #HappyBirthday
NEUTRA	Veronica Townsend fa continuo body shaming alla figlia, tratta male chiunque, minaccia con un ragazzo di parlare con l'ufficio immigrazione. Ha votato Trump alle elezioni #TheOC
RABBIA	Questo in tl contornato da lezioni sul body shaming aiuto quanta ipocrisia impazzisco
RABBIA	Giustificare sempre la violenza personale e screditare le persone che hai bloccato e puntualmente.. Ti credi nel giusto allora sei un despota che deve screditare, umiliare le persone bloccate e ti credi onnipotente a vita..
PAURA	 la folla fu presa dal panico e la gente iniziò a spintonare per farsi largo e raggiungere l ' uscita di sicurezza ! 
TRISTEZZA	Perché certe parole non diventano desuete? Razzismo, omofobia, misoginia per esempio. Restano sempre attuali. Tristemente attuali. Maledettamente attuali. #BlackLivesMatter #STOP #stopracism #weareallthesame #loveislove
GIOIA	 mi diverte stare insieme a te .
GIOIA	Il coraggio delle idee bellissima....
NEUTRA	" Sì all ’ #adozione di un bimbo disabile alla single ultrassessantenne	"
TRISTEZZA	Comunque più passa il tempo più mi rendo conto che in Italia la gente è cresciuta a pane e misoginia/omofobia/razzismo, impressionante.
RABBIA	" "" Vi togliamo tutto "" . Toninelli contro Autostrade. Questi scappati di casa hanno solo la capacità di distruggere valore. Sono inutili personaggetti che hanno catalizzato l ’ odio della parte peggiore del paese. #5cosi #uno07FR"
RABBIA	 sono andato fuori dai gangheri !
RABBIA	#zohra 8 anni sfruttata perché a 8 anni non puoi e non dovresti lavorare, esposta a violenza sessuale e infine uuccisa. Qualcuno pensa che la schiavitù sia stata abolita ma in realtà non è così. Ora le piazze mondiali verranno riempite anche per lei?
NEUTRA	 Per il difensore belga in scadenza nel giugno del 2020 
RABBIA	 sono infuriato per l'atteggiamento del mio capo .
RABBIA	"E si parla di omofobia: ""eh ma esiste anche l'eterofobia"" E si parla di misoginia: ""eh ma anche la misandria"" E si parla di razzismo: ""eh ma il razzismo verso i bianchi"" Al posto di inventare nuovi movimenti perché non informate la vostra testolina?"
NEUTRA	"domanda seria, leggo spesso ""gli uomini palestrati non mi piacciono, meglio con un po' di pancia"" secondo voi è bodyshaming?"
AMORE	Ti seguo e so che non te ne vai perché non hai l’indipendenza economica, credo comunque che ce la potresti fare perché sei intelligente e con autonomia di pensiero. Cerca un centro antiviolenza e riprendi a vivereCuore rossoCuore rossoCuore rosso
GIOIA	 che gioia vederti così sorridente ! 
SORPRESA	"L'incoerenza della gente non ha limiti. Si divertono a dire di essere contro la discriminazione di genere, contro il razzismo, a favore della libertà di parola, contro il cyberbullismo. E poi? Poi odiano uno perché è ""maschio, bianco, eterosessuale"". #iosonomarcocrepaldi"
TRISTEZZA	 l ' addio ad un congiunto è sempre un momento triste . 
PAURA	 eravamo tutti in apprensione perché pensavamo che non sarebbe mai venuto . 
GIOIA	"@Davidewatanka @LCorreani Alla fine di quelle parole, sciolgo l'abbraccio e lo guardo negli occhi ""tu sei la mia forza, è grazie a te se riuscirò ad accettarmi per quello che sono: un ragazzo malato, ma con tanto amore""."
AMORE	Perché ora il Papa Emerito si mette storto contro Papa Francesco?! Gesù fu il primo rivoluzionario sul nostro pianeta. Non c’erano differenze di alcun genere è discriminazione tra gli esseri umani, a favore delle donne. Quanta ipocrisia vige ora!
GIOIA	Tanti auguri al mio Ciro, che anche se malato e con 3 chili persi, è sempre il mio amore meraviglioso. Gli occhi non sono più quelli di una volta, sono occhi tristi. #giornatamondialedelgatto https://t.co/ULYxDRbcqK
NEUTRA	 Dopo Eni 
GIOIA	passare da un amore appassionato malato ed ossessivo ad uno bilanciato, pacato e maturo è come prendere una boccata d'ossigeno a pieni polmoni dopo aver cercato invano per anni di respirare sott'acqua
TRISTEZZA	 il mio amico cacciatore tiene in bella mostra un fagiano imbalsamato 
RABBIA	Sì lo dico MEN ARE TRASH perché il fatto che il primo pensiero che avete quando si parla di violenza sulle donne sia quello di ribadire che anche gli uomini ne soffrono come se questa società non fosse stata costruita per opprimere le donne è proprio il motivo per cui siete trash
TRISTEZZA	Per anni dopo il mio abuso sessuale credevo che il sesso e l’intimita con una persona fosse esattamente come fossi stato trattato. Come carne da macello e oggetto. Solo ora ho la consapevolezza di quanto l’abuso mi abbia influenzato.
RABBIA	Quando dite che Melania se l'è cercata mi state sul c***o. Subisce chiaramente violenza psicologica, ma siccome ha scelto lei di sposarsi con Trump si deve arrangiare. Quindi alle donne vittime di violenza da parte dei mariti/compagni gli sta bene perché se li sono scelti loro?
RABBIA	 mio fratello sfogò la sua rabbia fracassando tutto ciò che gli veniva a tiro e si fermò solo quando si ferì ad una mano con un vetro . 
RABBIA	 ma porca puttana ladra ! ! !
NEUTRA	 A Londra il Brent è sceso di 6 centesimi a 66
NEUTRA	" Lotti all ’ agenzia di stampa romana ha preferito "" non commentare queste indiscrezioni "" . "
RABBIA	 sono in collera con lei . 
PAURA	Sono appena stato testimone di una violenza domestica dalla finestra di camera mia, con conseguente minaccia di morte.
GIOIA	Stalking al luogo dove due decenni fa sono stato davvero felice. ❤️🤪😂🍭🍂😁🤩😎 https://t.co/0sI1O3Xpqp
GIOIA	 ho notato che lasciandolo solo diventa più allegro . 
TRISTEZZA	 sono sfiduciato e non credo nel futuro .
