label,text
Surprise,@user E mo chi è stato a sparare a rambelli🤔🤔🤔 #LaPortaRossa2
Anger,"RT @user: Se non siete in grado di accettare i risultati e la volontà di chi ha il compito di giudicare, state a casa vostra, guarda…"
Trust,Lo sta a fa’ nero 😍 #portaaporta
Sadness,"RT @user: Quando camminate qui, questo passato ritorna alla memoria con il suono terribile e agghiacciante del metallo. #Ulisse http…"
Anger,RT @user: I video di #Magherini che muore in strada è pornografia del dolore. #ChilhaVisto
Love,Ovviamente tutta la vita Ettore Bassi 💕💕💕 #BallandoConLeStelle
Trust,Alberto che intervista papà Piero è spettacolare #MoonDay
Neutral,"@user @user Media del 18,3%, poco sopra i 5 milioni ?? Diciamo che, come successo, non ha eguagliato l'altra creatura autorale di Raffaella e Japino dell'epoca - anche se tratta da un format francese - Furore."
Love,RT @user: In Italy we don’t say Giuliano De Medici here we say “gran pezzo de gnocco” and I think it’s beautiful. #IMedici https://…
Neutral,A Rovazzi darei la parte di un proprietario di un impresa funebre del paese. #DonMatteo12
Neutral,RT @user: Il termine Giusti tra le nazioni indica i non-ebrei che hanno agito a rischio della propria vita e senza interesse persona…
Neutral,RT @user: Il caso Vitaldent: «È emerso che la casa madre si faceva versare dalle cliniche 10.000€ al mese al nero in contanti. Il vic…
Trust,@user @user @user Grande
Joy,Ma la pelle d'oca???? Vi odio e Vi Amo 💯😍 #LAllieva2 @user @user https://t.co/13akfR2o0z
Trust,"RT @user: Achille Lauro umilissimo, carinissimo, gentilissimo una bellissima scoperta #domenicain"
Neutral,"""Tu sei nato ieri e forse sparisci domani""  Achille Lauro:  #pechinoexpress https://t.co/wAGWc6F31f"
Neutral,Monumento della storia italiana conosciuto in tutto il mondo. #Meraviglie https://t.co/PsnarPxWSR
Neutral,RT @user: Stasera canteremo per voi la nostra canzone Musica Che Resta! Il televoto sarà attivo solo DURANTE LA NOSTRA ESIBIZIONE.…
Surprise,#LaPortaRossa2. Povera Vanessa ma non riesce a chiamare Cagliostro?
Neutral,"""Un anno fa ho iniziato ad immaginare la mia musica come un'opera teatrale, una performance artistica a 360°. Visivamente volevo che le persone vedessero un'evoluzione.""  @user a #CTCF https://t.co/c1hLZzfToz"
Neutral,Lo sanno tutti che sotto il costume del #Pavone c'è Matteo Salvini. #IlCantanteMascherato
Joy,RT @user: ELETTRA SEI UN MEME VIVENTE #tvoi https://t.co/snK4z7SHAr
Trust,"Siamo tutti d'accordo che, se la mamma ha tirato due sganassoni alla figlia perché vuole tornare da quello schifo di persona, ha fatto bene, giusto? #chilhavisto"
Surprise,Verissimo ?? #lamicageniale
Surprise,Wtf😳😳😳 Klaus #UnPassoDalCielo5
Neutral,"Le ultime parole famose: ""loro non possono essere più furbe di noi"" #PechinoExpress https://t.co/fL9I035j8a"
Surprise,RT @user: L'HA BACIATA IN ISTITUTO CON LA PORTA APERTA. ATTENZIONE ATTENZIONE. #LAllieva2
Trust,"Raimondo io ti voglio tanto bene e sei il mio ballerino preferito, ma spero davvero che Michael Bublé non veda mai tutto ciò 😅 #TaleEQualeShow"
Anger,"#sanremo19 dovevate per forza a quest'ora dare il premio per il grande Pino ????? Veramente di cattivo gusto. 2 minuti verso le 22 , no????"
Neutral,RT @user: E se balli sulle onde del mare io ti vengo a cercare. #UnaStoriaDaCantare @user https://t.co/fEseI0U3wg
Anger,RT @user: Diletta vestita da Ape Maia del 700 con il vestito giallo damascato #Sanremo2020 che paura
Trust,RT @user: LA STORIA DELLA MUSICA ITALIANA #Sanremo2020 #FestivalSanremo2020 https://t.co/WcEdUckkO3
Anger,RT @user: LORENZO MADONNA SEI FALSO COME IL CURRICULUM DI CONTE. #IMedici2
Trust,Queste bambine talmente brave che mettono soggezione #lAmicaGeniale
Neutral,Gli smascherati #IlCantanteMascherato @user @user @user @user #oriettaBerti https://t.co/akEot9pXFo
Anger,@user @user Male lo hanno cacciato a pedate gli Italiani!!!!!
Neutral,RT @user: La Cupola Autoportante: dove tutto è iniziato e si è concluso. #IMedici https://t.co/ERp0HjFfhy
Trust,"@user @user @user la scena di Cagliostro e Anna, avevo i brividi. Siete stati magistrali. Emozionante"
Anger,Mo iniziano i voti ad cazzum #taleequaleshow
Neutral,Le signore della televisione paiono alle terme #pechinoExpress
Neutral,"RT @user: Nelle liste della #Lega il candidato più votato ad Avellino è stato Damiano Genovese, esponente del Movimento Nazionale per…"
Trust,"Cmq a me la reazione di Sara a fatto tenerezza non ci credeva manco lei,dopo 10anni dai se l'è meritata la vittoria #BallandoConLeStelle"
Sadness,RT @user: Le parole non servono quando parla la tristezza: post muto. #IMedici #NelNomeDellaFamiglia @user https://t.co/KNbXCC…
Trust,"RT @user: Che impagabile lezione di dignità, quanta profonda umanità in Mimmo Lucano. @user #mimmolucanolibero #IoStoC…"
Sadness,RT @user: Addio Galeazzo. Insegna agli angeli come si condisce il cibo con l'oro! ??#IMedici #LorenzoIlMagnifico #Magnificers htt…
Surprise,"#taleequaleshow Perdonate la mia ignoranza, ma chi è sta gent? 🤔"
Anger,Lenú vive nell'ombra dell'amica geniale..e svegliati x diamine. #LAmicaGeniale
Neutral,Chi immagino ci sia dietro le maschere. #ilcantantemascherato https://t.co/7af7wpCdTb
Anger,Gli eco nazisti esistono sul serio. Esistono davvero. Fondati ai tempi di Himmler. Cose impensabili. #UnPassoDalCielo5
Anger,RT @user: Cari seguaci di @user siete riusciti solo a riportare al potete la malavita che prima sosteneva Berlusconi…
Anger,è un crescendo di assurdità #chilhavisto
Neutral,RT @user: A proposito di Cantico dei Cantici e celebrazione dell’amore. Marc Chagall dedicò un ciclo di cinque dipinti a questo…
Anger,"E dobbiamo aspettare fino al 24 per sapere come finisce... No vabeh, che schifo. No comment. #BallandoConLeStelle"
Neutral,Ma so proprio du gocce @user #LaPortaRossa2
Joy,"@user @user Lascia sta’, che episcopo m’ha già messo nella lista nera, oggi 😂😂😂"
Anger,RT @user: La @user ha il dovere di dire qualcosa. E i suoi dirigenti di dimettersi. #Report #Juventus #ndrangheta
Anger,RT @user: Su questo pezzo avverto delle frequenze scientificamente fastidiose. Ah no è la virile voce di Renga. #Sanremo2019
Trust,RT @user: “Il pubblico l’aveva fatto vincere” PERSONA DEL PUBBLICO CHE HAI GRIDATO QUESTO DOVE SEI? TI VOGLIO SPOSARE #domenicain
Neutral,@user chiedimi se sono felice? #LAllieva2
Anger,"RT @user: ""Il 22 febbraio dopo 5 anni in cui tutti hanno detto falsità su di me, farò una ventina di denunce"" @user #CheTem…"
Love,"RT @user: Se tu mi chiedi, nella vita cosa ho fatto. Ho amato. Tutto. #Tosca a #Sanrem2020"
Anger,@user Ho capito !!! Uno scandalo generale .... non solo nel tuo campo !!! Come rovinare una generazione ......
Neutral,"I primi passi dentro il Monastero sono accompagnati da uno scalone d’onore: bianco e accogliente, con un’architettura e geometrie impressionanti. #Meraviglie #Rai1 @user @user @user https://t.co/lGwNIWPgnS"
Neutral,"#moonday si racconta che il Presidente J.F.Kennedy in visita al quartier generale della NASA incontrò un addetto alle pulizie intento a spazzare a terra, e quando gli chiese cosa stesse facendo, l’inserviente rispose: “Signor Presidente, sto aiutando a portare l’uomo sulla Luna!” https://t.co/PUOPgaIj3M"
Anger,La carlucci simpatica come un calcio in bocca #IlCantanteMascherato
Love,@user 🤩🔝
Neutral,RT @user: Quando la prof ti diceva ingiustamente di mettere via il cellulare! #Signoredellatv #pechinoexpress @user http…
Neutral,"Francesco Serpico, chi è Nino Sarratore de L'amica geniale 2 https://t.co/InHWANUDAe"
Anticipation,"Questa sera alle 23.30 sarò da @user su Rai Uno! Amici nottambuli, chi di voi ci sarà? 😊 #portaaporta @user https://t.co/wOU0HkKpvs"
Anger,"RT @user: Claudia worst personaggio ever, tutti d’accordo spero. #IlCollegio"
Anger,RT @user: VATTENE VIA MARTINAAAAAAAA MA COME TI PERMETTIIIIII A FAR PIANGERE MARIOOOOOOOOOOO VAI VIA #ilcollegio https://t.co/3IR92…
Surprise,ODDIO È VERO È LUI #IlCantanteMascherato https://t.co/RmTELl78nu
Surprise,RT @user: Giuliano l’ha detto: ha davvero detto “Chiamate un medico” ?? #Magnificers #IMedici #LorenzoIlMagnifico
Neutral,Non potevano chiamare Darren Criss a fare Tozzi? #TaleEQualeShow
Surprise,Da quant’è che una donna non vince #BallandoConLeStelle? Dai tempi della berlusconiana Versace?
Neutral,Carla Gozzi era già presa?! No chiedo... #chilhavisto
Neutral,Il barboncino è PUPO 😏#IlCantanteMascherato
Joy,Gli #inseparabili che trovano passaggio ma sbagliano direzione like IO E LA VITA. #pechinoexpress
Trust,"La cura che c'è ne #LAmicaGeniale è una cosa rara. E poi quanto sono brave Margherita e Gaia? Rendono alla perfezione in un ruolo difficilissimo: recitano con le parole, con lo sguardo e trasmettono un'emozione incredibile"
Trust,RT @user: Io comunque Benigni come professore universitario lo vorrei #festivalsanremo2020
Sadness,"E qui ci si arrende, non è possibile capire. #Ulisse"
Neutral,Cantano on air?  #IlCantanteMascherato
Trust,RT @user: Brava Sacrofano così ti voglio... spietata! #LAllieva2 @user
Joy,fabrizio https://t.co/N9qvOKQztS.enfasi ahahha secondo me.stara' a pensare https://t.co/KkF75r53AL stara' a cagar sotto.ahahhaah #PECHINOEXPRESS
Neutral,RT @user: L'operatore di sky #Sanremo2020 https://t.co/cI9g6gJndW
Trust,Vera Gemma ha capito tutto su Soleil.  #pechinoexpress
Anticipation,"RT @user: C’è #MengoniCheTempoCheFa, questa sera dalle 20:35 su @user! Marco e @user vi aspettano! Staff https://t.co/SB7Z4XR…"
Neutral,Lasse Matberg si fa male a Ballando. Milly: “Chiamate qualcuno!” - #Lasse #Matberg #Ballando. #Milly: https://t.co/gY8AtMwQu1
Neutral,"RT @user: Andrea e Chiara sono fidanzati da parecchi mesi, vivono una storia a distanza e hanno scelto di mettere alla prova il loro a…"
Surprise,MA COME NONNA AMALIA DICEVI CHE NON ERA IL RAGAZZO ADATTO A LEI E ORA? #LAllieva2
Anger,RT @user: #report dopo stasera la #Juventus non dovrebbe avere più mezzo tifoso
Surprise,ORIETTA BERTI CHE ESCE DA UN UNICORNO CHE CAZZO STO GUARDANDO #IlCantanteMascherato
Neutral,RT @user: -Scusi lei è marocchino? -Sono il re veda un po’ lei #PechinoExpress
Neutral,“Erano così presi dal bisogno di innamorarsi che nessuno di loro si era accorto della vendetta di Marcello Solara.”  #LAmicaGeniale  #StoriaDelNuovoCognome  #MyBrilliantFriend #ElenaFerrante https://t.co/15nMvHrX6Y
Trust,"RT @user: Bravissimi voi che avete seguito, e amato, #LaPortaRossa Grazie!! 👏👏👏 #LaPortaRossa2 https://t.co/ndIxIIuhlO"
Trust,"Comunque io un'interazione così partecipata da parte di Twitter per riuscire a indovinare i protagonisti di uno show tv non la vedevo da tempo. Merito di una formula che, avrà anche i suoi difetti, ma almeno incolla un pubblico eterogeneo il venerdì sera. #IlCantanteMascherato"
Trust,Mara Venier direttrice artistica di Sanremo 2020: a concept #domenicain
Neutral,Achille Lauro non è Sanremo 1969 #domenicain
Anger,"""Un po' mi dispiace che se ne va una di noi"" E nel frattempo ride sotto i baffi MAGGY SEI TU LA VIPERA SUPREMA #IlCollegio"
Love,"'Mi viene da piangere.'  'Io non sto capendo niente, tu piangi e non mi traduci.'   Palermitani siete i miei protetti vi amo con tutto il cuore.  #pechinoexpress https://t.co/XhM7f3KMPe"
Joy,RT @user: E vai di ballo di gruppo! #Signoredellatv #pechinoexpress @user https://t.co/JscSOUEj5s
Trust,"RT @user: Non togliamolo mai quel ""segnalibro della memoria"". Oggi più che mai, custodiamolo. #Ulisse"
Neutral,"RT @user: ""Il mio cuore é già in pezzi"" ""Io ti amo, ti amo moltissimo per tutte le volte che ho sbagliato con te e ti ho fatto soffri…"
Anger,Asia Argento simpatica come un calcio in culo #pechinoexpress
Anger,Ma Vera Gemma miagola e fa le fusa?? Chiedo per un amico #pechinoexpress
Trust,RT @user: TANTO DI CAPPELLO PER AGRESTI MA PER ME SIMON LE BON A #TALEEQUALESHOW È SOLO LUI https://t.co/iAtEWZsLHr
Trust,Quando si vedono queste meraviglie come si fa a non provare prima una profonda ammirazione e subito sentire crescere spontaneamente un genuino sentimento di orgoglio perché in qualche modo si è parte di quella Storia?La Storia non solo nostra ma di tutto l'Occidente? #Meraviglie
Trust,Dopo averci visto e letto estasiati dai look di Lauro perché dovremmo poi ridere per una parrucca femminile indossata da uomo? #Sanremo2020
Trust,Auguro una lunghissima carriera a Giovanni Amura perché ha recitato da inchinarsi dall’inizio alla fine   #LAmicaGeniale
Trust,@user @user Sei tu il nostro regalo
Surprise,Quindi noi abbiamo chiamato Sissi con una S di troppo?? È Sisi??? SISI? #Ulisse https://t.co/y0Hi4jPMBV
Neutral,RT @user: E con tutto ciò che ho visto è difficile capire se esisto E nonostante tutto ora mi guardo E poi mi chiedo dove vai Ferm…
Neutral,"@user Mi autodiagnostico morte certa. Faccio un po' di esercizio con la mano, sembra passare, continuo con la doccia e BAM, di nuovo il bruciore. Niente, chiaramente una condizione gravissima. Finché non mi accorgo che a bruciarmi è sempre la mano"
Surprise,Gli psiconauti??? Ma quante cose dovrò imparare ancora? #chilhavisto
Trust,RT @user: Grazie a tutte e tutti... #Twitter esplode per il vostro affetto e il vostro entusiasmo... grazie davvero! #LAllieva2
Trust,RT @user: “Ci sono certi che sono dei casi umani” MARIO TRICCA IO MI INCHINO AL TUO COSPETTO #IlCollegio
Neutral,RT @user: “Sono la coppia dei surfisti” #PechinoExpress https://t.co/60S1aQUqkE
Surprise,Simonetta??
Joy,Napoletano is for pochi #IlCollegio
Trust,RT @user: Gessica Notaro e il sorriso di riserva. Grandissima! #Sanremo2020
Surprise,Pierpaolo Pasolini ???? #LAmicaGeniale
Trust,Lezioni di vita. Lezioni di cultura. QUESTA È TELEVISIONE. #ULISSE @user @user
Joy,RT @user: CIAOOOOOOONE ARTHUR. ALICE HA SCELTO CLAUDIO. CLAUDIO HA DETTO TI AMO AD ALICE. ALICE È CORSA DA CLAUDIO. E IN TUTTO Q…
Anticipation,Dramma familiare: tutti i particolari a #chilhavisto
Anger,No ma fateli due minuti di pubblicità eh #laportarossa2
Sadness,RT @user: Che delusione #Sanremo2019 #IoStoConAnnaTatangelo #LeNostreAnimeDiNotte #AnnaTatangelo
Anger,"RT @user: La sala stampa di #Sanremo2019, colma di ""giornalisti"" anime belle, hanno decretato la vittoria ""politica"" di #Mahmood…"
Anger,Meritavamo di vedere Enzo Scanno ancora una volta scusatemi sono nera #LAmicaGeniale
Trust,RT @user: Che bella la standing ovation per Loredana in platea #Sanremo2019 #Bertè
Surprise,"#IlCantanteMascherato  che truffa è questa , sui social ha vinto l'Angelo , https://t.co/baxeLkU7tG"
Trust,Comunque già programma dell'ANNO #IlCantanteMascherato
Anger,"RT @user: vorrei avere una vita SEMPLICE, portare mio figlio su una LAMBORGHINI la coerenza di questa frase #IlCollegio"
Trust,RT @user: #Sanremo2020 #Benigni un solo errore non aver chiuso con AMEN
Anticipation,RT @user: Ora in onda su Rai Uno! State seguendo? 😊 #portaaporta https://t.co/i0isHVKtrT
Trust,@user @user @user Nunziatina e Raimondo siete una forza della natura! Fategliela vedere a quei 2 antipaticoni di Mariotti e Lucarelli stasera!
Joy,Viva la Figa Urlo ✈️✈️ #IlCollegio
Joy,E la Oriettona che non becca il playback e viene inquadrata in primo piano ancora con la bocca chiusa...  #ilcantantemascherato
Trust,"Ha ragione Carlo Verdone:la colonna sonora di Roma sono le campane e il rumore dell’acqua delle fontane.Noi romani siamo cresciuti bevendo dalle fontanelle,sciacquandoci le mani d’estate nell’acqua ghiacciata e sognando di fare il bagno come Anita Ekberg.Che bellezza. #Meraviglie"
Anticipation,"""È un menefreghismo positivo. Viviamo, facciamolo, non temiamo di vivere.""  @user racconta il suo brano sanremese a #CTCF https://t.co/OA3lhuap7c"
Anger,Scanine comunque siete la rovina della televisione. #IlCantanteMascherato
Love,RT @user: @user canta #leonardo ❤️ https://t.co/nuJxZLYofZ ... Ma la nostra #deaDelSoul puó csntare davvero tutto 😳🤣😜🎂❤️
Joy,Il mio cuore patriottico ogni volta che sento Leonardo #IMedici https://t.co/awbHZpYZta
Joy,L'hashtag #Ulisse è esploso grazie a Bohemian Rhapsody 😂
Anticipation,Che ansia di rivedere Lauro ed Edo da Fazio
Trust,"Più la ascolto, e più sta canzone è una cazzo di BOMBA. #zencircus #Sanremo2019"
Neutral,RT @user: “Tu devi studiare sempre. Promettimelo. Tu sei la mia amica geniale. Devi diventare la più brava di tutti.” loro due ?? #L…
Neutral,"RT @user: ""Negli anni abbiamo seperato molto le carriere, è il motivo per cui stiamo insieme"" #LuisaRanieri #chetempochefa https:/…"
Trust,Lancia i biglietti TI AMO Le ha regalato il brillocco. Gliela facciamo una statua a quest’uomo? @user #LAllieva2
Trust,Sanremo. Il centro antiviolenza Lilith e https://t.co/2EuENQBfsD : grazie Tiziano Ferro | https://t.co/2EuENQBfsD - Donne in Rete Contro la Violenza https://t.co/e59uDdqCDP
Joy,Manco io me caricherei 🤣🤣🤣 #pechinoexpress
Anger,RT @user: Salviati e questa simpatia alla Gollum... Anche meno. #IMedici #LorenzoIlMagnifico #Magnificers https://t.co/1kitLaXLVi
Neutral,RT @user: OHHHH FA MALE DIRTELOO ADEEEESSOO MA NON SO PIÙ COSA SEEENTOOO SE SOLAMENTE DIO INVENTASSE DELLE NUOVE PAROLE POTREI DIRT…
Neutral,"E fu così che Maggy Gioia non diventò ""funzionariadellafarnesina"" cit. lei) #IlCollegio"
Sadness,Soffro perché non posso vedere #LAmicaGeniale. E soffro anche perché la Juve non riusce a segnare. Insomma soffro. #jvtblive
Neutral,RT @user: Qui si festeggiò la nascita del figlio di Carlo di Borbone. Una festa leggendaria per la ricchezza degli abiti ma anche per il…
Anger,RT @user: “C’è stato un giornalista che gli ha detto stronzetto” “NON È VERO” Hanno anche il coraggio di negare l’evidenza.FATE…
Anger,"@user Oltre a questo, le canzoni proposte ogni anno fanno sempre più schifo. In Italia non ci sono più autori talentuosi. Io sono cresciuta con i Beatles e i Rolling Stones, capisci?"
Neutral,"RT @user: ""Inventavano una bugia per coprirne un'altra. Le accuse non erano farina del sacco dei bambini"": A #chilhavisto un uom…"
Anger,"RT @user: @user Taccia, Renzi! Chi racconta balle in Italia è proprio lei! Sembra un bambino del nido che fa i capricci ch…"
Sadness,"#Ulisse certa gente che vorrebbe ghettizzare gli immigrati, dovrebbe vedere la puntata di oggi per capire cosa significa sentire addosso la parola ""diverso"", ghettizzare. #piango"
Surprise,Quello sul tavolo è un maiale o un cane??? #IMedici #LorenzoIlMagnifico
Anger,"@user ... no, è sintomo di un paese che sa che tutta la vicenda è già passata in giudicato senza trovare una ceppa di minchia. E basta usare Google..."
Neutral,Il leone è Pappalardo. Solo perché Califano non poteva.  #IlCantanteMascherato
Joy,È iniziato da dieci dico dieci minuti e già si vomita e si sclera. GRAZIE #pechinoexpress
Neutral,"@user Certo è che appena scomparsa tutti pensavano che fosse stato il marito (Ragusa 2) ,oggi ritrovata ma cmq è colpa del marito che con i suoi modi/trattamenti la ha costretta ad abbandonare i figli e scappare, bisognerebbe conoscere bene l'in"
Anger,"@user @user @user Il manifesto politico di sto c***o! È italiano, ha vinto perché la canzone è piaciuta. Fine della storia. I giornalisti evidentemente non hanno votato né per Ultimo né per il Volo, portando una % su Mahmood che"
Anger,RT @user: Per Renzi devi lavorare per 40 anni per pagare i contributi e a 70 anni sei fortunato se riesci a ricevere 0.2 di quello che…
Joy,"RT @user: Un colpo di scena dopo l'altro, una serie così intrigante che è impossibile staccarsi dal personaggio che ognuno di noi…"
Neutral,RT @user: #Ulisse su @user: questo il biglietto lasciato alle famiglie ebraiche il #16ottobre1943. @user @user http…
Trust,Vi prego: Vogliamo Enzo Miccio a fare la prova lo stesso! Facciamo il picco dei picchi di share che Bugo...spostate! #pechinoexpress
Surprise,"Madonna ragazze, ma se iniziamo così iniziamo malaccio eh #figliedarte #pechinoexpress"
Anticipation,"RT @user: Quindi settimana prossima per l'ultimo episodio dobbiamo solo scoprire chi ha ucciso Piras, chi ha il libro rosso, perché F…"
Neutral,Voglio andare a vivere a Miramare #Ulisse
Neutral,"RT @user: Per chi volesse riguardarsi lo spezzone di Report in risposta alla Juve ,può farlo qui: https://t.co/GG0CO0ebRS"
Anger,"Magari #Salvini dovrebbe stare in galera, se fosse stato processato sul caso #Diciotti."
Trust,RT @user: #BallandoConLeStelle RAIMONDO TODARO CHE SMONTA QUESTA GIURIA DI CACIOTTARI VOCE DEL POPOLO.
Anger,Meglio la #terzacategoria mi fa schifo questo #calcio #report #juventus
Anger,"RT @user: Carissimo Sarcina ""Un'emozione da poco"" la canti solamente se ti chiami Luca Marinelli. #Sanremo2020"
Joy,#MaxGiusti che piange è uno spettacolo! #pechinoexpress #rai2 https://t.co/gRUS5Aqz1h
Neutral,RT @user: 💬 Qualcosa di più del legame tra Jonas e Rambelli… #LaPortaRossa2 https://t.co/gEV3IoEq4y
Anger,"@user C'è un video in cui si sente che gli urlano ""buffone"" ""muori"" È così che si deve comportare un giornalista? Deve fare il bullo? Mi piacerebbe sapere chi è l'editore di questa gente, giusto perchè capisca che paga qualcuno che urla insulti ad un"
Neutral,"RT @user: Ve lo diciamo così: la maschera di Achille Lauro è quella di Elisabeth I, la regina che disse a Filippo II di Spagna «non pos…"
Trust,RT @user: Anna Tantangelo meriti di più MERITI DI PIÙ #domenicain
Sadness,@user @user Veder #Isa piangere un qualcosa che mi spezza il💔 ma so anche che da quelle lacrime uscirá una grande forza per reagire anche questa volta alla serie di #mainagioia @user @user #UnPassoDalCielo5 @user
Neutral,"RT @user: Il bacio a BossDoms dopo un lento avvicinamento ad ogni puntata, dagli abbracci fino al rossetto, fino al limone di oggi. G…"
Anger,#festivaldisanremo2019 ricordo a Claudio Bisio che è la festival di Sanremo no a Zelig !!!!
Neutral,RT @user: Questo è il video in cui alcuni giornalisti nella sala stampa di #Sanremo2019 esultano al terzo posto de @user gridan…
Anger,Ma Tiziano Ferro dove? Gli piacerebbe a questo
Neutral,RT @user: @user Sono due leder con caratteri completamente diversi. Modi di vedere assolutamente diversi. Allo stesso tem…
Neutral,RT @user: Qui ci vuole una novità: decidere il vincitore di Sanremo e il candidato per l'Eurovision SEPARATAMENTE perché tifo per alcuni…
Trust,@user Bravi ragazzi presero lo striscione alla Nord ricordi
Trust,E comunque l'unico Matteo gradito di @user resta don Matteo. #RenziSalvini #PortaPorta #MatteoVsMatteo
Anger,"Renzi che si scalda e sbraita xk non sa a chi dare la colpa di tutte le stronzate che ha fatto!complimenti Renzi!E poi è Salvini il rozzo!Renzi non sai più dove ti devo attaccare per rattaccare quei du spiccioli di consensi per il tuo ""partitone"" #portaaporta https://t.co/NquulM8IkZ"
Anger,"@user @user @user Ecco, questa non mi sembra una considerazione di poco conto. Su quello che leggo, i condizionali e i de relato stendo un velo di profondo disinteresse. E stasera Bastardi di Pizzofalcone. La fiction."
Surprise,Noooo! Ma questa relazione perché?? Ma in che senso? 😱#LaPortaRossa2
Anger,Manipolare i bambini schifo#chilhavisto
Anger,RT @user: L'unico motivo per cui Ultimo non ha vinto è perché stava sui coglioni alla stampa. Il televoto parlava chiarissimo #Domeni…
Anger,"RT @user: Ultimo non si presenta CON UN ANNO DI CARRIERA non si presenta, dovrebbe baciare ogni centimetro del palco che lo scorso anno g…"
Anger,#Sanremo2019 Dopo la tediosissima e inutile performance fischiettante di #VirginiaRaffaele posso andare a dormire. Grazie per avermi conciliato il sonno.
Joy,Trash 🤣🤣 #BallandoConLeStelle
Neutral,RT @user: #sanremo2019 soldiii soldiii https://t.co/ERmyVqKrA4
Anger,RT @user: In un paese civile si formerebbe una folla con torce e forconi e andrebbe a intavolare un sereno e pacato confronto con que…
Neutral,"Va beh se andassi a #pechinoexpress con mio padre volerebbero teste. Quella di mio padre, la mia, quella dei cameraman... Di tutti."
Neutral,"@user Il napoletano, come l'italiano, è una lingua derivata dal latino."
Anger,"@user poi critica pure la monnezza, ma io non lo so"
Trust,"RT @user: ""La giustizia ha un valore molto più profondo, anche durante il Nazismo le leggi avevano un valore"" #MimmoLucano #chetem…"
Joy,Se c'è la gazza ladra io dico già Marco Carta 🤣🤣🤣 #IlCantanteMascherato
Neutral,"RT @user: ""Scarpa numero ventiquattro per l’eternità..."" #GigiProietti recita ""C'è un paio di scarpette rosse"" di #JoyceLussu #Ulisse @user…"
Trust,RT @user: Stanca di tutte le critiche che riceve Riccardo. A me personalmente ha emozionato tantissimo. Adoro sentirlo cantare delle…
Trust,"RT @user: ""A 40 anni risolvi delle cose e la prima esigenza che senti è aiutare gli altri"" @user #CTCF https://t.co/owgLc…"
Anger,RT @user: Te lo farei io un buchino. In faccia. Con un martello #chilhavisto
Trust,"RT @user: Che puntata meravigliosa, Maria Antonietta è veramente una delle donne più affascinanti della storia, vittima della follia…"
Trust,RT @user: Il dato di fatto è che @user ripropone costantemente la #verità come categoria della politica contro chi come #Salvin…
Neutral,"Sarà che oggi inizia Gray's Anatomy, 3 caviglie andate e 1 occhio bendato #pechinoexpress"
Trust,Bravo Curreri degli Stadio la migliore dopo Giorgia #taleequaleshow
Anticipation,"RT @user: Siete pronti per twittare durante l'ultima puntata de ""L'Allieva 2""? Io farò il possibile per esserci subito dopo lo spe…"
Surprise,RT @user: ECCOLA. È COMPARSA FINALMENTE. LEI. LA PROTAGONISTA. COLEI PER LA QUALE SIAMO QUI. LA CUPOLA AUTOPORTANTE. #IMedici
Trust,@user Un Grande Uomo
Neutral,"Scusate il mio proverbiale ritardo infatti sto facendo le scale dell’Ariston di corsa come Cenerentola e spero di non cadere. Per questa prima serata mi presento in: - Dior - Valentino - Elie Saab - Fendi Buona serata, ci vediamo al party #giralasanremoda https://t.co/TZoLvbc1RG"
Trust,"RT @user: Capisco la rabbia di Vincenzo, comprendo il suo terrore di perdere Mela e credo che Eva non abbia la maturità adatta per cres…"
Trust,"RT @user: Se pensate che le grotte di Frassassi siano una meraviglia, è perché non avete ancora provato i panini al ciauscolo di Evasi…"
Anticipation,"RT @user: Di cosa ci parlerà questa sera @user nella puntata di #Meraviglie su @user ? Ecco un piccolo, scintillante indiz…"
Joy,RT @user: @user @user Sto morendooo https://t.co/qYW6DH6FQR
Neutral,"RT @user: ""Noi abbiamo bisogno di una vera verità"" i genitori #Regeni a #CheTempoCheFa"
Anger,@user Certo rambelli bastardo fino all'ultimo!!!#LaPortaRossa2
Anticipation,Spero facciano vedere la scena dove li lapidano perché devo trarre della goduria da st'episodio #IMedici #IMedici2
Neutral,Ho appena sentito un accordo di Musica e il resto scompare #pechinoexpress https://t.co/SX8WcXtITZ
Anticipation,@user Metti tanta ansia se dici così 😂😂 #chièJonas #LaPortaRossa2
Surprise,Ma Bisio ha fatto ciao con la mano a Boccelli ? 🤦🏻‍♂️🤦🏻‍♂️ #Sanremo2019 https://t.co/DiAH7hzhiq
Trust,"@user Grande lavoro anche quando era al governo, fermato solo dalle fake news, promesse irrealizzabili dell opposizione, e dall unica legge sbagliata (l Abolizione Dell articolo 18)"
Anger,RT @user: Ha subito atti di bullismo però non si fa problemi ad insultare le altre #IlCollegio
Neutral,Con #Riace vince l’Italia che resiste. #MimmoLucano
Neutral,"RT @user: ""La morte della Clarice mia carissima, e dolcissima consorte nuovamente successa me è stata, ed è di tanto danno, pregiudici…"
Neutral,RT @user: Lo sbirro ha promesso alla mamma che sarebbe andato in tv #chilhavisto
Love,RT @user: Io voglio davvero bene a Mario Tricca. #IlCollegio
Neutral,"RT @user: ""All'epoca il cerimoniale entrava nella camera da letto dei reali"". Oggi i social entrano nel cesso della gente comune.…"
Surprise,RT @user: Nel 2019 e ancora i minorenni non possono apparire dopo mezzanotte. #TVOI https://t.co/QxeuWuCjTv
