label,text
Sadness,"comunque la violenza psicologica che fanno alcune donne tramite i loro figli nei confronti dei loro padri non esiste a sessi invertiti, o almeno non esiste a livello sociale. Anche quella è violenza eh, per esempio"
Anger,"Queste sono quelle che si fanno paladine contro il cyberbullismo, la misoginia e il maschilismo. Quanto morboso marciume dev'esserci dentro per scrivere certe cose? In azzurro gli interventi di lui, in viola quelli di lei. Tutto autentico. Tutto femminismo."
Love,Ormai è amore incondizionato! 😂
Joy,Femminicidio in Svizzera: «Una realtà che va combattuta». Grazie a Marina Carobbio e Greta Gysin per i loro atti parlamentari.
Neutral,"Dopo aver sconfitto il #COVID19 e la violenza sulle donne, alla opinione pubblica italiana toccherà anche risolvere le problematiche razziali negli Stati Uniti. #GeorgeFloyd #USAonFire"
Joy,"Un bellissimo momento di condivisione.  #violenzadigenere  Potete portarlo anche nella vostra azienda se volete, Per info, se ne avete piacere, potete scrivermi"
Sadness,"Morì fuggendo a stupro, appello assolve gli imputati. Queste assoluzioni mi fanno perdere la fiducia nella giustizia: secondo questa sentenza se tu muori per fuggire è colpa tua; Martina doveva restare immobile per rimanere viva (e stuprata) #martinarossi"
Neutral,"La violenza ostetrica è una vera e propria violenza sulle donne. Episiotomie o cesarei senza consenso, violenza verbale e mancanza di supporto emotivo possono portare gravi conseguenze fisiche e psicologiche alle donne."
Anger,"Dalla Zerbino il Capitone si vanta per il #codicerosso a tutela delle donne e contro la violenza di genere, riforma voluta e creata dal #M5S. Ladro e imbroglione, come sempre."
Sadness,"Scusi, Fusani, il bodyshaming esiste solo per le donne? Se avessero fatto a lei un commento simile avrebbe parlato di sessismo, vero? Che ipocrisia. #DrittoeRovescio"
Surprise,Aspirante “satana “ finisce ai domiciliari con l’accusa di violenza sessuale 😲😲😲🙂😲😲
Joy,Amore... Sei bellissimo! Faccio girare per adozione
Love,La nostra Demet scende in campo su Twitter in merito ad un argomento molto delicato ovvero La violenza sulle Donne! Grazie 1demetozdemir per il tuo cuore ♥️ #demetözdemir #canyaman_demetozdemiritaly #demetozdemir…
Joy,Tentata violenza sessuale e stalking in via Palazzuolo: la Polizia di Stato cattura la persona ritenuta responsabile https://t.co/dHuUlaSWVE
Joy,LA COMMISSIONE HA APPROVATO LA LEGGE CONTRO L’OMOTRANSFOBIA GODO TE LA PIGLI N’DER CULO SALVINI HAHAHAHAHAHAHA
Neutral,"Ciò che un uomo prende con la forza, la donna non lo dà volontariamente. Questo è lo stupro. - Alexander McQueen"
Anger,'Ma Come ti Vesti' ufficialmente il programma che fa più body shaming al mondo 'COL TUO FISICO NON PUOI INDOSSARE QUESTI TESSUTI ADERENTI' aoh io metto IL CAZZO CHE MI PARE
Love,@fannydelova Mai Violenza con le donne ❤
Anger,"Un cocktail di colonialismo, abuso sessuale e razzismo condensati in un unico,compiaciuto, individuo. Lui amava definirla: “animaletto docile”. Ecco un’altro giornalista di destra(forse più infimo di Feltri),ecco un altro giornalista osannato dalla loro propaganda"
Joy,Billie Eilish contro il body shaming: il video che tutti dovremmo guardare
Surprise,👁👄👁 ho eliminato il mio tweet su Trump perché mi sono sentita in colpa di aver fatto bodyshaming dopo aver visto un tweet e solo ora mi sono resa conto che era ironico oh
Joy,Se vi amate ed accettate nonostante le continue critiche distruttive + insulti + body shaming + la merda di chi vi sta attorno beh avete già vinto.
Love,secondo voi la dipendenza (nel senso che non si riesce a fare a meno dell’altro) è segno di un amore malato?
Joy,"Una volta tanto un ergastolo e in Cassazione. Bene. L'ennesima donna è stata uccisa. Incaprettata, la testa avvolta dal nastro adesivo, ancora viva. I femminicidi non li fermeremo finché gli uomini penseranno di cavarsela con poco #StorieMaledette"
Joy,"San Martino Alfieri PER DIRE NO ALLA VIOLENZA SULLE DONNE Inaugurata la mostra “Com’eri vestita?”, organizzata dal Comune di San Martino Alfieri con la collaborazione di @AmnestyAsti. Resterà visitabile fino a domenica 20 settembre, presso la Sala Consiliare del Comune. https://t.co/KO8dnpW9M9"
Anger,Comunque fare body shaming fa già schifo così ma farlo a uno come Side che ha preso peso palesemente perché si sta disintossicando e che prima era più magro perché si imbottiva di droga fa ancora più schifo
Anger,"Ricordo ai benpensanti di sinistra che lo #stupro nn appartiene solo alla cultura di Destra. Ma appartiene ad una umanità diffusa che non si è evoluta, rimasta allo stato brado ANIMALE quando è al potere. diversamente gli uomini sono + simili ad un branco di pecoroni + corna"
Anger,"Mi sono rotta il cazzo, ok? Siamo nel 2020 e il body shaming è ancora molto presente. Ma come pensate si senta una ragazza o un ragazzo alla quale vengono buttati addosso insulti gratuiti? Nella fottutissima adolescenza gli ormoni spesso hanno ripercussioni sul +++"
Anger,Praticamente fai bodyshaming verso qualsiasi persona e poi ci rimani male se qualcuno ti dice che sei una 🚪 Visto che queste cose fanno soffrire anche te magari potresti evitare di dare dell'obes* a qualsiasi persona tu incontri È solo un suggerimento eh
Fear,"quanta gente tossica, demet ha parlato di violenza sulle donne e abusi e hanno anche il coraggio di criticarla. la cosa che mi fa rabbrividire è che sono proprio donne a farlo. #DemetÖzdemir"
Love,Scusate ma quello non è Christian Grey? AMORE MIO
Neutral,che il bodyshaming in generale sia una merda lo sappiamo tutti ma è un dato di fatto che se sei magra non hai nessun problema nel trovare vesiti quando vai a fare shopping e di sicuro viene rappresentato in qualsiasi media quindi si sono due cose completamente differenti
Anger,"L'uomo che usa la violenza sulle donne non può chiamarsi uomo ma , BESTIA 😠👿 donne vi prego al primo alzata di mano denunciateli nn abbiate paura .deve finire questo massacro di violenze .scusate ma stasera x me è la mia buona notte .🇹🇷😢🧿#CanYaman"
Surprise,Ma io ancora mi meraviglio di un paese primo per turismo sessuale minorile
Love,AMORE MIO IL KING SUPREMO😍
Joy,Un bellissimo pezzo di Daniela Amenta #roma #femminicidio
Joy,"Le donne mi hanno sempre sorpresa: sono forti, hanno ancora la speranza nel cuore e nell'avvenire. ~Monica Vitti IO DICO NO ALLA VIOLENZA SULLE DONNE,BASTA FEMMINICIDI,BASTA. #istanbulsozlesmesiyasatir"
Sadness,"russiagate, impeachment, chinese virus, terrorismo organizzato e adesso accuse di stupro non si può dire che non hanno fatto di tutto per raggiungere l’obbiettivo, a novembre dopo la rielezione potranno andare a dormire con l’anima in pace, l’importante è provarci"
Surprise,"Per questo lunedì vorrei dirvi un mio pensiero: nel TOS di Twitter è vietata la discriminazione di razza e genere, giusto? Perchè ci sono profili che si dichiarano “eterofobici”, “misandriche” e contro i “bianchi” ? Perché non si fa nulla contro questo ?"
Love,PER LA FESTA DELLA MAMMA SCEGLI DI DONARE AMORE! ❤️ Scegli di fare una donazione a favore delle 5 case di accoglienza di Cooperativa Lotta dedicate all'accoglienza di #donne vittime di violenza e dei loro bambini e bambine.  Scopri di più https://t.co/tbVISIbmnA  #festadellamamma https://t.co/3jscYP6uOr
Sadness,"Il problema non è SOLO il razzismo o SOLO l’omofobia, o SOLO il body shaming. È l’odio che ci è stato INSEGNATO verso chiunque sia “diverso” dallo standard. Nominatemi una persona che rientra nello standard completamente. Si tratta solo di odio. Inutile."
Love,"Brava, sei un amore, hai veramente un ❤️👏👍😘😘"
Anger,"ma esattamente quando fate body-shaming vi sentite qualcuno? no perche io adesso chiamo marvin, e nessuno vuole avere a che fare con marvin, y’all better watch out"
Anger,"#India dove la violenza sulle donne è ai massimi a livello mondiale e dove ""non è inusuale che gli uomini per proteggere le loro coltivazioni scelgano questo tipo di metodo usando frutta esplosiva"": il virus da combattere è sempre l'uomo e la sua totale ignoranza verso la natura!"
Sadness,Guardando come sono cattivi gli uomini con la loro misoginia e il loro sessismo mi viene da piangere ci sto male quasi vomito.
Love,#4VoiceLess NONNO GIORGIO SE NE ANDATO ADOTTIAMO UN CANE ANZIANO LORO CI DANNO TANTO AMORE ❤
Surprise,"Un’estate lo chiami a fare un calcetto. L’estate dopo è denunciato a piede libero per violenza sessuale aggravata. Ah, la vita."
Anger,"Trump accusato di stupro e traffico di minori assieme alla Campbell, Briatore ecc..L'omicidio di Lady D e Marilyn Monroe commissionato per aver provato a denunciare questo scempio..Ed i TG italiani MUTI. La stampa italiana fa veramente schifo #censura #giornalismo #tvspazzatura"
Love,amore mio va bene tutto
Anger,"scusate ma come siamo arrivati da questo ""italy🇮🇹loves BTS"" a questo ""in italy we say *body shaming*; tan gli abbaglia(che schifo come cazzo scrivono); la pizza la pasta"" MA RAGA SVEGLIATEVEEEE"
Joy,Sono felice per #VanessaIncontrada.. Deve essere stato davvero coraggioso e liberatorio dopo anni di body shaming  mostrarsi con orgoglio
Love,Come si può fare bodyshaming nel 2020 su una ragazza stupenda di 18 anni e jna cantante straordinaria ?!?! Amore mio non ti meritano!!!! #bodyshaming #BillieEilish https://t.co/vivlZO1jjK
Joy,è un ragazzo davvero fortissimo non so quanti al suo posto avrebbero risposto con così tanto coraggio spero tanto che in futuro potrà ricominciare ad essere felice cuore si merita tutta la felicità che può avere
Love,Pensieri su skskriniar? — Ciao amore mio ti amo più di RL9 anche se stai con un coglionazzo malato https://t.co/ansBnlPpps
Sadness,"A 8 anni giocavo felice, a 8 anni andavo a scuola, a 8 anni non conoscevo la fatica, la schiavitù, la violenza. A 8 anni ero lontana dalle ingiustizie del mondo. Sì, il caso ha voluto che nascessi qui... #JusticeForZohraShah"
Love,"PICCOLA SCIOCCA, tempo una settimana e ho conosciuto il mio attuale ragazzo HAHAHAHA  TI AMO AMORE GRAZIE DI ESISTEREEEE (Poverino l'ho tenuto appeso fino a marzo perché non mi decidevo se fidanzarmi o meno, mi rendo conto di essere stata stronza ma mettetevi nei miei panni)"
Anger,carine quando vi battete sempre no al bodyshaming no al cyberbullisimo e poi quando un influencer non vi sta simpatico gliene dite peste e corna
Love,Mi ispiri coccole e subito dopo sesso violento  Buonanotte amore mio https://t.co/ta5yELSfCy
Love,"sono fiera di te amore, voglio tutti gli scleri e i pensieri sulla storia"
Love,E me l'hai detto l'altra sera  Mentre parlavamo su Skype  Il nostro amore è strano forte  Amore te lo canto al piano forte  Il nostro amore è un po' malato Ed è metropolitano   non so dirti se davvero io ti amo  Ma per ora posso dirti che conte non vuole che ci baciamo.
Love,Un grazie di 💜 alle 125 persone che nel 2019 hanno scelto di donare il #5x1000 alla nostra Casa! Una scelta che ci ha permesso di raccogliere oltre 4mila euro che destineremo al centro antiviolenza e alle nostre attività a sostegno dei diritti delle donne!
Sadness,"Vi battete ogni singolo giorno contro chi fa body shaming, poi spunta magicamente una foto di Trump nudo e il vostro castello di carte fatto ipocrisia e falsità di chi ama raccattare like facili crolla inesorabilmente."
Anger,#omofobia queste leggi hanno la valenza di quelle sul #femminicidio e altre stronzate simili. Poi si tolgono diritti e cultura e i reati aumentano. Paese di coglioni. #COVID19 #Conte19
Anger,Questo in tl contornato da lezioni sul body shaming aiuto quanta ipocrisia impazzisco
Love,"@SEERINERVOSA @Giorgia Perché mai? Perché non considero l'unico amore esistente l'amore di mamma? Amo il mio cane e il mio gatto. Amo mio marito. Non è che se dico ""come una mamma"" lo amo di più o di meno. Non ci sono serie A e serie B negli affetti. Una zia può amare un nipote anche più di una madre.."
Love,Amore mio...
Sadness,Che bello convivere con il body shaming costante da parte della mia famiglia :) :) :)
Neutral,"trump dopo che si è visto in 2 giorni l’america contro, tutti noi: essere accusato di stupro e pedofilia e essere chiamato “dittatore” e paragonato a hitler:"
Neutral,"Veronica Townsend fa continuo body shaming alla figlia, tratta male chiunque, minaccia con un ragazzo di parlare con l'ufficio immigrazione. Ha votato Trump alle elezioni #TheOC"
Anger,"Quindi se una donna abortisce è sbagliato, se invece viene presa a calci provocando così un aborto no? #dcblackout #DonaldTrump"
Fear,"Sono appena stato testimone di una violenza domestica dalla finestra di camera mia, con conseguente minaccia di morte."
Surprise,oggi stavo parlando (o almeno ci provavo) con mia mamma del razzismo e della violenza sulle donne e lei se ne esce con: ma dai ci sono anche tanti esempi di integrazione e uomini non violenti SCUSA??????MA??????COSA?????VUOL??????DIRE??????
Joy,Con un po' di impegno in più da parte delle istituzioni Le Donne Possono Ottenere Meno Episodi di Violenza ♡
Love,quando sento il nome Cassandra comincio a sudare freddo raga ma vi sembra normale la violenza psicologica di quella donna ?? aiuto ok però la amo da impazzire
Joy,@eduardorv01 @YouTube Malato d' amore ♥️.Bella canzone.
Sadness,"Turismo sessuale minorile. Italiani brava gente. Montanelli e le sue ""bravate"" giovanili sono le stesse ""bravate"" dei moderni italiani . Nulla e' cambiato. Anzi."
Surprise,no ragazzi essere accusato di body shaming nei confronti di trump...a mess
Sadness,Che bello guardare la puntata di Processi mediatici in cui parlano di uno stupro di gruppo in un bar e sentir dire che se l'è cercata. Ancora più bello notare che nel 2020 abbiamo gli stessi problemi di 40 anni fa.
Love,Questo amore  Così violento Così fragile  Così tenero  Così disperato  Questo amore  Bello come il giorno  Cattivo come il tempo  Quando il tempo è cattivo Questo amore così vero  Questo amore così bello  Così felice   Jacques Prévert  #PoesiaFrancese @SalaLettura #CasaLettori https://t.co/W7TpTK4wJp
Sadness,La bella tradizione italiana... Turismo sessuale: l’Italia ai primi posti via
Anger,"Parlate di body shaming voi che da anni insultate Ozge . Odiate la Gurel non perché reciti male o sia brutta ma perché prima era la fidanzata di Serkan e quindi non si poteva creare la coppia con Hande,poi perché ha recitato con Yaman. Cioè siete disagiate e neanch’io DIMENTICO😊"
Surprise,"ho sentito un paragone fra femminicidio e un ""abuso sessuale"" di una donna e un ragazzo 13/14 enne, partendo di qua sorge, che non è uguale, perché, qualcuno ha mai sentito dei maschicidio?"
Anger,“Buono perchè non ci sono segni di violenza sessuale” .... maledetti infami....... la vita vi restituirá tutto il male #giustiziapermartina #chilhavisto
Joy,Non vedo l'ora di vedere questa scena...  #gücünaşkında
Anger,"Delle prese in giro, body-shaming .. harassment vari..mancanze di rispetto ..non me ne frega un cazzo, dateci pure dentro, ma le minacce no e serviva un chiarimento. Tra 10 minuti cancello gli ultimi 3 💚"
Sadness,"E tra i consiglieri che augurano lo stupro alle donne e che minacciano di morte gli antifascisti, ci mancava solo quello che scherza su #Auschwitz"
Love,"@melaniestan_ Stai andando a studiare, hai bisogno del mio amore, è malato fare un montaggio come questo; Io, come nipote di un ex soldato che ha combattuto nella seconda guerra mondiale, lo considero irrispettoso come fottuto e disgustoso."
Sadness,"sono in un periodo brutto, dopo una relazione tossica e violenta mi sono fidato di una tipa e come al solito mi ha preso in giro, e sono caduto dal ciglio, e sono ricaduto nella depressione. :(( comunque sono di nuovo on non voglio portare negatività"
Love,MA TUA NONNA C’ERA?  Un libro scritto con passione da Marinella che ci racconta di raccapriccianti storie di stupro che hanno deliberatamente nascosto dalle Autorità Capizzi alla fine della Seconda Guerra Mondiale.  Per fortuna mia nonna non c'era! Ma tua nonna c'era? https://t.co/vtvh7SYjjT
Sadness,"Zohra Shah 8 anni, domestica per una famiglia benestante in Pakistan, picchiata ed uccisa per aver liberato due pappagalli. Elefantessa uccisa con dell’esplosivo, George Floyd ucciso da un poliziotto... Ed io che mi aspettavo un mondo migliore dopo il virus."
Love,"Lizzo VS body-shaming: la sua risposta è da standing-ovation 100 % that bitch, stravagante, energica, disinvolta, stiamo parlando della sola e unica Lizzo, una v #psycheseduction #redhot"
Love,"Ha talento da grande lui nel fare l' amore,sa pigliare il mio cuore e poi e  poi e poi e poi....Ha il volto sconvolto,io gli dico ti amo,ricomincia da capo.E' violento il https://t.co/LJu419Epem non so se restare o rifarlo morire.L' importante è  finire..."
Love,"ROSSANA Codesto è bene amore...  CIRANO Oh, questo sentimento che m'invade terribile, geloso, violento, è certo amor... Cominci tu finalmente a capire?... I miei detti la fanno tremar tra questi verdi rami: sì, — non m'inganno! — Perchè sì, voi tremate, tra le foglie qual foglia!"
Anger,"qualcuno lo dice a barbie millicent che chi stupra, molesta, picchia e commette femminicidio è o può tranquillamente essere padre, fratello, nonno, bisnonno e tutto l’albero genealogico????"
Neutral,terf non è uno slur ma casualmente è spesso abbinato a minacce di morte o di abuso sessuale
Joy,Domani dovrebbe arrivarmi killing stalking ma 1 persona su 10 capirà la mia felicità  #Tiziaparty https://t.co/SoNE7DDE0H
Love,"Nonno #Giorgio, in silenzio, se n'è andato..... Buon ponte tenero amore, ti abbiamo dato poco ma almeno non sei morto nell'angolo di una buia cella di canile.  Giorgio 16 anni Cieco e malato Ha vissuto 20 giorni di felicità   Grazie di cuore a chi ci é stato accanto  ❤️🙏 https://t.co/R6ltBjadEz"
Love,"@fulviocerutti @lazampa @LaStampa Ogni animale merita una famiglia non possono farne a meno ,e tanto amore,chi li uccide e fa soffrire sia https://t.co/H73UIytQbt povero Tai hanno rubato 5 anni di vita,che ci siano per chi lo ha rinchiuso 5 anni di disgrazie ! finalmente ha incontrato un umana ,prima solo bestie"
Neutral,"La prolungata convivenza forzata con #Covid_19 ha cambiato le abitudini di consumo, risparmio e gestione delle finanze pre e post #lockdown2020. Un contesto che ha spinto gli italiani a sperimentare l’utilizzo del #digitalbanking."
Love,Quanto amore per quel malato di freccette croato 🔵⚫
Joy,"Sarà una vera festa per noi donne il giorno che la violenza, l'umiliazione e il non rispetto saranno finiti. Quella sarà una data da festeggiare. L'8 di marzo è solo da ricordare come lotta per nostri https://t.co/IfIohCTtU3"
Love,il mio unico grande amore
Joy,"Sono leggermente citato in questo articolo (due righe, ma fa sempre piacere ❤️)"
Joy,"@Davidewatanka @LCorreani Alla fine di quelle parole, sciolgo l'abbraccio e lo guardo negli occhi ""tu sei la mia forza, è grazie a te se riuscirò ad accettarmi per quello che sono: un ragazzo malato, ma con tanto amore""."
Neutral,beh se è un uomo a dire che in italia non esiste più la misoginia allora dev'essere vero
Anger,Inammissibile #Discriminazione di #genere nell'accesso scolastico al #LiceoTalete di Roma. Ci uniamo alla richiesta di chiarimenti delle famiglie. #STEM #donne
Neutral,e anche oggi la famiglia gozzi ci denuncia per stalking ⚰️ #gaiagozzi
Anger,ah ma quindi mo per fare i aimpatici fate pure bodyshaming ai bts porcoddio ma si potrà mai stare tranquilli?
Anger,Se c'è una cosa che mi fa incazzare più del sessismo e della misoginia è il fascismo. Cazzo i fascisti mi fanno proprio incazzare. Fasci appesi
Neutral,e se lo scrivo alle 3:15 del mattino è perché ho appena finito la mia sessione di stalking
Love,I medici gli danno 5 mesi da vivere: 18enne malato terminale sposa il suo grande amore https://t.co/MH9voH9hTo via @FacebookWatch
Sadness,"Mentre eravamo, comprensibilmente, tutti concentrati sul Covid, a Roma, una donna è stata presa a pugni dal marito. Aveva in braccio la figlia di 3 mesi; colpita anche lei. Dopo una notte in carcere il Gip lo ha fatto uscire. Da questo virus non ne usciamo."
Love,Amore bellissimo :(((
Joy,"Ad ItaliaSi! una ragazza è stata vittima di stalking, nonostante questo rimane positiva. Ha fatto un discorso volto al suo stalker dicendo che lei è disposta a perdonare e che non c’era bisogno di perseguitarla con e-mail minacciose. ❤️"
Love,"L'amore vero è rispettare l'essere dell'altro. Condividere e non imporre, limitare e negare. Quello è un amore malato e tossico.  #TemptationIsland"
Love,"Ti seguo e so che non te ne vai perché non hai l’indipendenza economica, credo comunque che ce la potresti fare perché sei intelligente e con autonomia di pensiero. Cerca un centro antiviolenza e riprendi a vivereCuore rossoCuore rossoCuore rosso"
Anger,Io bloccato perchè rispondo educatamente a chi insulta la gente sui social. L’ultimo era sul #bodyshaming: una donna dice vicino ad un’altra donna che le ci vorrebbe una maschera talmente che è brutta. La gente ha in testa la 💩
Neutral,"Piccolo pensiero su #BellaCosì. La canzone(bellissima) parla di bullismo e bodyshaming, quindi il ""popolo"" si divide in due: vittime e bulli. Adesso, a tutte le ragazze che ""sono vittime"" vorrei farvi pensare a tutte quelle volte che avete dato della tro*a a una ragazza solo *"
Love,"amo questa grande donna proprio per questo, perchè non ha paura di lottare sempre e comunque contro coloro che usano violenza sulle donne 👏👏👏 @ozgecangurel  #ÖzgeGürel  #CanYaman #BayYanlış  #EzGür"
Sadness,"È veramente dura continuare ad accettare questo mondo. Solo violenza, ovunque. Verbale, fisica, psicologica. È tutto una merda ormai. E leggo certi tweet da gente con la bandierina che fanno rabbrividire. Ignoranza pura. #USAonFire #1giugno #JusticeForGeorgeFloyd #anonimous"
Anger,ve ne sbattete il cazzo ogni volta che una donna subisce violenza o è vittima di femminicidio ma appena un tipo viene criticato perché dice di essere discriminato in quanto maschio e bianco (non è una cosa possibile) ecco che l'hashtag è primo in tendenza #iosonomarcocrepaldi
Anger,"Comunque a prescindere dall’articolo in sè pensare che la violenza sessuale sulle donne è colpa di come si vestono è paragonarsi a degli animali. Gli animali non sono in grado di dominare i propri impulsi, gli esseri umani dovrebbero poterlo fare. Siete delle scimmie, bravi."
Love,"E comunque, Gdl è oggettivamente bellissima. Dato che leggo commenti che fanno bodyshaming sempre sulle stesse cose,per altro da altre donne, vi invito a tornare alla realtà, perché sono anche i nostri ""difetti"" che ci rendono come siamo, e lei è stupenda. #damellis"
Love,"Bullizzato dalle gatte, vecchio e malato di cuore ma sempre un amore, anzi il primo amore peloso #GiornataMondialedelCane https://t.co/hxMOFePts1"
Joy,"Grazie @Corriere per aver reso più frizzante la presentazione dell'anatomopatologa che analizzerà il corpo della probabile ennesima vittima di femminicidio. In fondo parliamo di due donne,una ammazzata e una professionista,non c'è bisogno di serietà #2settembre #corrieredellasera https://t.co/G49fbQ6vNv"
Anger,non è stupro è sesso a sorpresa quindi poteva anche evitare di buttarsi stupida bitch🍳🍳 #MartinaRossi
Anger,"da quando sto vivendo da vicino un caso di femminicidio sono diventata, se possibile, ancora più intollerante e irascibile di fronte a storie simili."
Anger,"comunque il body shaming non si fa neanche sugli uomini,quindi piantatela di prendere per il culo Side"
Neutral,Femminicidio non significa semplicemente omicidio di una persona di sesso femminile. Femminicidio è l’uccisione di una donna in quanto tale
Love,NATALIE VITA MIA AMORE LUCE DEI MIEI OCCHI
Love,"“ up up up “ alla fine amore mio è una bambina, non una scopa di harry potter, cedric diggory ha lasciato il segnO si mi sento una persona orribile ma non ho potuto fare a meno di pensarlo sto piangendo"
Sadness,triste che agli occhi della gente la lunghezza di una donna determina chi sei #girlpower #femminicidio #femminismo #coronavirus #blacklifematters
Love,"il contrario di body shaming è il body positivity 💫 Questo movimento ha segnato la decisione collettiva di autoproclamarsi, di dire «Io esisto» in una società che discrimina molti tipi di corpo, non solo quelli curvy.💕"
Anger,Un femminicidio ogni due giorni ma vuoi mettere un elefante morto? Molto più importante ed indignatorio. #elefantessa
Anger,Voi Schizzi de merda Avete permesso tutto questo Mio stupro omividi attacchi terrorismo Sequestro ostaggi de Trump vacche Obama cubani Putin royal Governo italo Me e mio fratello
Surprise,"L'unico modo che ho per rispondere a tanta violenza brutale è contrapporre la scuola. Tutta. mettete la scuola al centro di ogni discussione. I ragazzi, tutti, hanno bisogno della scuola. Perché non se ne parla ?"
Love,"Tu sei magnifico amore mio. Sono fortunata ad averti al mio fianco e dio non vedo l'ora di essere tua moglie. Non avrei mai immaginato si innamorarmi così di una persona, mi hai fatto perdere completamente la testa. Ti amo amore."
Anger,Ancora violenza sulle donne (e ancora un ex militare): ​picchia la moglie davanti ai figli. CAMBIAMO QUESTA CULTURA DELLA VIOLENZA SULLE DONNE E DEL FEMMINICIDIO!
Anger,Se il bodyshaming vi diverte evidentemente è perché non lo avete mai provato sulla vostra pelle e se da una parte sono contenta per voi dall'altra mi fate proprio schifo
Joy,Approvata  la mia mozione in Consiglio Comunale a #Capriva : diciamo insieme NO alla violenza sulle donne ! #25novembre #panchinarossa @Mary_Bernobich @il_piccolo https://t.co/bm4qh7PIBH
Anger,"Naturalmente l'indignazione per il body shaming vale solo con i politici di sinistra giusto?La Meloni non ha mai proferito parola su questa immagine,ma i bufalai del web devono trovare modo per diffondere 'ste robe. 7mila e+ condivisioni c'è gente che difende l offesa alle donne"
Joy,"Festa delle donne: il “no” alla violenza del Setterosa. la campagna “tutti insieme, tutti piu’ forti”: la donna si ribella https://t.co/jlC4XKlqNR"
Love,"Amo le donne , come un figlio ama una madre, in questo non ci trovo nulla di anomalo.  Luciano parisi-2020  dateci una legge contro il femminicidio, contro l'omofobia  Lo supplica  l'Europa oltre che io . date civilta' all'Italia con  urgenza primaria. Da qui parte la rinascita. https://t.co/s3zkbDobUY"
Neutral,"Sì comunque dopo l’ennesima volta che uno del twitter calcio offende, fa bodyshaming e fa nascere le polemiche di cui vi lamentate direi che è anche l’ora di allontanarcisi forse"
Fear,"Pubblicità che stimola sapientemente una relazione ne violenta nelle menti deboli, firmata amnestyorg e blacklivesmatter, dieci minuti consecutivi, sfondo nero, respiro affannato. Queste organizzazioni sono terroristiche ed eversive."
Love,Condivido. Nessun cane dovrebbe morire in canile. Sanno dare amore più di certe persone che il cuore non hanno.
Joy,"Bellissimo webinar sul #bodyshaming con , e . Grazie a per l'organizzazione e grazie a tutti quelli che ci hanno seguiti. Qui il video"
Joy,". “Parlare di #bodyshaming e #fatshaming è importante. Poi, mi ha colpita il passaggio di questo webinar sul silenzio: deve essere come momento di riflessione per trovare le parole giuste nel rapportarsi verso l’altro” #ParoleOstili"
Fear,Ormai pure se ti becco a guardarmi più del dovuto o se non mi stai a due metri dal didietro per me è stalking
Anger,"Mi sono rotta il cazzo del vostro sessismo, nella vostra misoginia, del vostro razzismo. Non ho più intenzione di sopportarlo, vi blocco e arrivederci"
Anger,Ma come si fa a mettere sullo stesso piano la discriminazione di genere che subiscono le donne da sempre e la mancanza di benessere psicologico che può raggiungere un uomo nella sua vita ma che coglione
Love,"Spero e credo in una presa di coscienza dei #sardi, capaci di difendere e tutelare con amore la propria terra da malgoverno, speculazioni e stupro del territorio https://t.co/sQmAbU30QP"
Anger,"Fino a poco tempo fa lo ritenevo un sito simpatico, ora mi fate ribrezzo. Questo bodyshaming gratuito non se lo merita nessuno, e se tenete pagine del genere siete solo dei deficienti."
Joy,finalmente posso esporre il mio amore verso lʼincesto senza problemi
Neutral,"Si chiama ""femminicidio"" e non è ""un brutto termine"": orribile è il fatto, l'omicidio di una donna da parte di un uomo che dice di amarla. Dargli un nome è servito per riconoscerne le radici, culturali e ostinate."
Love,amore mio per sempre
Love,Sport nazionale  In amore ed in guerra vale tutto.. No? Non sei sposata!1 è normale che non sei morta di femminicidio e quindi bocca di rosa. Se poi garantisce il fratellone reporter che manco sa come ti chiami....
Sadness,il fatto che il 99% delle donne che conosco abbiano subito violenza sessuale (reato che comprende OGNI TIPO di atto sessuale in cui una delle due parti non è consenziente) è a dir poco tragico.
Joy,Vessazioni continue nei confronti dei suoi adepti soprusi e violenza psicologica. @barbaradipalma è riuscita a parlare con l’uomo accusato di essere un santone che si difende “il mio desiderio è di aiutare le anime” #storieitaliane @eleonoradaniele https://t.co/g4zptCS0h1
Sadness,"Del 2019, ma giusto per contestualizzare Montanelli: +++ Italiani primi al mondo per turismo sessuale minorile +++ I nostri uomini, sì sì, proprio gli italiani. Primi gli italiani"
Sadness,"Immagina di buttarti da un balcone per sfuggire ad uno stupro , morire e non ottenere giustizia perché “il fatto non sussiste” Secondo la giustizia #MartinaRossi avrebbe dovuto farsi violentare per farsi ascoltare"
Anger,"Quanto vi odio voi e il vostro ""patriarcato e la misoginia non esistono"". Per ogni periodo della mia vita ho una storia da raccontare di me o amiche mie che hanno vissuto esperienze orribili a causa dello schifo che c'è in giro"
Fear,"Questa storia mi ha fatto rabbrividire! Martina è morta per sfuggire ad uno stupro, ma la colpevole rimane solo lei. Colpevole di non essersi fatta violentare?!! #chilhavisto"
Sadness,"È assurdo che non vi rendiate conto del peso che hanno le vostre parole: il bodyshaming, che voi giustificate come ironia, è il coltello più affiliato che esista. Pensate prima di parlare perché la vostra ""battuta"" potrà non essere mai dimenticare da un cuore o una mente fragile."
